login,location,bio,pronouns,createdAt
Username_47394,Australia,Hi there!,,2022-01-02T18:20:35Z
Username_47395,USA; EDT,"Owner of many projects. I mostly like to code in python or batch BUT i do have an C++ Roblox exploit coming out soon 👍 

https://dsc.gg/projectmultitool",,2022-01-02T18:20:19Z
Username_47396,"Lyon, France",French IT student ,he/him,2022-01-02T18:20:25Z
Username_47397,Bangalore,"AI/ML Engineer
",he/him,2022-01-02T18:26:04Z
Username_47398,"Rio Grande do Sul, Brasil","Desenvolvedora Web Full-Stack
Salesforce Consultant
Engenharia de Software
",she/her,2022-01-02T18:36:32Z
Username_47399,"Rio de Janeiro, Japeri","Olá, tenho 18 anos e estou ingressando no vasto mundo da programação, atualmente estudando para torna-me um Full Stacke.",,2022-01-02T18:32:19Z
Username_47400,"Lappeenranta, Finland",Master's Student in Data-Centric Engineering,he/him,2022-01-02T18:38:57Z
Username_47401,"Rome, Italy","Junior Web Developer | Based in Rome, Italy",,2022-01-02T18:33:39Z
Username_47402,Berlin,Nothing to say... :-),,2022-01-02T18:32:13Z
Username_47403,What?,Κρυπτός Android-Developer ,,2022-01-02T18:35:23Z
Username_47404,Islamabad,Certified Technical Writer,,2022-01-02T18:33:40Z
Username_47405,Ukraine,web development,,2022-01-02T18:39:43Z
Username_47406,India,"A guy from India learning Java,Python etc.
He like to make bots for many apps.
He is owning his own organization named as Twist.",,2022-01-02T18:34:19Z
Username_47407,Saudi Arabia,"A leading Odoo service company dedicated to empowering businesses through comprehensive ERP solutions. With a focus on Odoo implementation, customization.",,2022-01-02T18:33:07Z
Username_47408,"Khulna, Dhaka, Bangladesh","Hello, I am a front-end React JS developer. I am working with React and am interested in Data structure and algorithms.",,2022-01-02T18:38:40Z
Username_47409,Virtual Space,"I'm the Remote DOT bot, used by @Remote-dot-lk for many purposes such as calculating the meaning to life, universe and everything. And I'm pretty sure 42 is key",,2022-01-02T18:30:35Z
Username_47410,Belarus,"Creative, hard-working, enthusiastic and motivated designer with strong passion for making beautiful 2D and 3D graphics",,2022-01-02T18:37:42Z
Username_47411,Việt Nam,"Admin@tatca.fun
https://tatca.fun",,2022-01-02T18:33:21Z
Username_47412,Recife,Fullstack Developer ,,2022-01-02T18:41:30Z
Username_47413,San Fransisco ,I am a newbie starting to code. I'm 12 years old and in 7th grade.,,2022-01-02T18:40:13Z
Username_47414,Düsseldorf ,"HI THERE!
 ",he/him,2022-01-02T18:45:43Z
Username_47415,Bangladesh,"All Asmoule Chowdhury is a distinguished businessperson, entrepreneur, machine learning engineer, and AI developer.",he/him,2022-01-02T18:44:34Z
Username_47416,Morocco,"Master en ingenierie Informatique, Cybersecurité, Inteligence Artificielle",,2022-01-02T18:49:32Z
Username_47417,Las Vegas,"Data Analyst
",,2022-01-02T18:49:16Z
Username_47418,London,Business Analyst @ EMCORUK,he/him,2022-01-02T18:45:52Z
Username_47419,Bangladesh ,💉❤️🙂,,2022-01-02T18:46:16Z
Username_47420,Arapiraca AL,"Analista de Sistemas, apaixonado por tecnologia e auto didata na busca de conhecimento para oferecer sempre o melhor na solução dos problemas propostos!",,2022-01-02T18:50:51Z
Username_47421,"Kyiv, Ukraine",KPI FICT Student,,2022-01-02T18:52:23Z
Username_47422,"California, USA","Data Scientist | Software Engineering Intern @ Live Nation | MS Data Science, DU '23",,2022-01-02T18:57:32Z
Username_47423,"Shyamoli,Dhaka",Hy! this is Mainul Islam. I'm a Laravel developer. If you need Connect me,,2022-01-02T18:55:54Z
Username_47424,Türkiye,🪐,he/him,2022-01-02T18:59:10Z
Username_47425,Алалалсаур,Аоааослал153,,2022-01-02T18:56:15Z
Username_47426,"Atlanta, US",I am FullStack web developer and Mobile Developer,,2022-01-02T18:55:39Z
Username_47427,Chicago,Teladoc Health - Data Platform Team - Ascend,,2022-01-02T18:52:39Z
Username_47428,Montreal,Passionate problem solver | Curious learner | Aspiring Data Master 🥷 ,,2022-01-02T18:57:05Z
Username_47429,"Germany, Schweinfurt",@THWS,he/him,2022-01-02T18:56:20Z
Username_47430,Bangladesh,"Researcher | Writer | Leader  |
infoSec Lover .",he/him,2022-01-02T19:05:42Z
Username_47431,Egypt,CS student,he/him,2022-01-02T19:00:59Z
Username_47432,"Ciudad de México, Mexico","Data Scientist, Motivated and Curious, currently working on Personal Projects and passionate for Math, ML and Analytical Statistics.",he/him,2022-01-02T19:01:53Z
Username_47433,Iowa,Software Developer/Architect,,2022-01-02T19:07:02Z
Username_47434,127.0.0.1,"@Software Developer
@ITSecurity",,2022-01-02T19:08:52Z
Username_47435,"Korea, South",Hello,he/him,2022-01-02T19:04:16Z
Username_47436,"Pila, Bs. As",Abogado y desarrollador en progreso.,,2022-01-02T19:05:15Z
Username_47437,Dhaka,Web Designer and Web Deveoloper,,2022-01-02T19:06:46Z
Username_47438,"Sylhet, Bangladesh",I'm a Undergraduate CSE student currently. Looking for build my career on coding.,,2022-01-02T19:06:10Z
Username_47439,New Jersey,Electrical and Computer Engineer Graduate from Rowan University ,,2022-01-02T19:08:35Z
Username_47440,"Minas Gerais, Brazil",T.I. Student,,2022-01-02T19:16:59Z
Username_47441,Brazil,Java Software Engineer.,he/him,2022-01-02T19:17:59Z
Username_47442,Saint-Petersburg,I'm trying to do interesting things),,2022-01-02T19:18:09Z
Username_47443,Opole,"Computer Science Engineer graduated in 2025. 
Experience in .NET solutions with proficiency in ASP.NET and Python scripting.",,2022-01-02T19:13:22Z
Username_47444,Mushroom kingdom,I'm the best like my character,Toadett or Toaddeto,2022-01-02T19:10:59Z
Username_47445,Landan,I love you,,2022-01-02T19:12:24Z
Username_47446,"Belarus, Gomel",Начинающий ML/AI Инженер. Хочу в скором времени найтии работу.,he/him,2022-01-02T19:14:49Z
Username_47447,"Kedung Waringin,Bogor",Saya orang yang senang berpergian. ,,2022-01-02T19:13:21Z
Username_47448,United Kingdom,Im currently learning about all things software and coding related!,,2022-01-02T19:17:25Z
Username_47449,Johannesburg,"BSc Computer Science and Informatics student. I enjoy coding, with a nice cup of coffee.
I code in Javascript.",,2022-01-02T19:12:21Z
Username_47450,gdańsk,I always loved programing,,2022-01-02T19:22:44Z
Username_47451,Bhubaneswar,I believe in myself and my hard work.,,2022-01-02T19:20:54Z
Username_47452,Poland,Computer Science student at Poznań University of Technology,,2022-01-02T19:29:49Z
Username_47453,"Lisbon, Portugal","Hi, my name is Joao and I'm an iOS Developer! I work in Swift but I also dabble in JavaScript, HTML, CSS, Lua and Python.",,2022-01-02T19:26:27Z
Username_47454,"Kurigram, Bangladesh","CEO of CodeSyntropy
",,2022-01-02T19:34:20Z
Username_47455,DevBhumi,Technology Enthusiast ,,2022-01-02T19:39:21Z
Username_47456,"Iran, Tehran","A Fullstack developer with 5 years of experience adept at crafting versatile web applications. Engages in scrum sprints, generates scalable code.",he/him,2022-01-02T19:39:37Z
Username_47457,Tehran,"""Passionate Frontend Web Developer with expertise in HTML, CSS, JavaScript and React .",she/her,2022-01-02T19:34:24Z
Username_47458,Bordeaux - France,CEO & Co-founder of Rhetos AI,he/him,2022-01-02T19:30:14Z
Username_47459,"Azerbaijan, Baku","My name is Aslan and I live in Azerbaijan,Baku.",,2022-01-02T19:37:48Z
Username_47460,Egypt,Business Intelligence Specialist,,2022-01-02T19:43:59Z
Username_47461,Morocco,Computer science student.,,2022-01-02T19:44:45Z
Username_47462,San Carlos de Bariloche,"Desarrollador Frontend Junior
",he/him,2022-01-02T19:40:28Z
Username_47463,"Browns Mill, Georgia","Official Github Account of Friends of the Urban Food Forest at Browns Mill. Non Profit in Atlanta, Georgia",,2022-01-02T19:44:30Z
Username_47464,Ferraz de Vasconcelos,"Designer Gráfico, aprendiz ux/ui, web designer e front-end na Faculdade de Técnologia Impacta.
",,2022-01-02T19:48:10Z
Username_47465,"Vancouver, BC","Hi, I'm Nadhira! I'm a UI/UX Designer and Frontend Developer based in Vancouver, BC. ",,2022-01-02T19:48:48Z
Username_47466,Texas,Hi there! I'm a Biomedical Informatics grad student that's learning to code. I plan to post all my progress. Feel free to peruse and watch my growth!,,2022-01-02T19:47:05Z
Username_47467,Noida ,Have been working in field of cyber security since 8 months learned a alot cyber security in itself is such a wide field that it's information never gets over.,he/him,2022-01-02T19:44:58Z
Username_47468,New England,Technical Generalist | Agent Orchestrator | MCP Specialist | Word Writer,,2022-01-02T19:43:53Z
Username_47469,"Eagle Mountain, Utah","I'm a passionate software engineer with interests in backend systems, cloud computing, and machine learning.",,2022-01-02T19:58:57Z
Username_47470,India,Building something that you need.....,,2022-01-02T19:52:51Z
Username_47471,"San Diego, CA",HCI + CS @ UC San Diego,,2022-01-02T19:53:05Z
Username_47472,"Dhaka, Bangladesh","MERN Stack & UI Developer 
",he/him,2022-01-02T19:52:54Z
Username_47473,Chattogram Bangladesh,A self-motivated and enthusiastic web developer with a deep interest in JavaScript (react.js).,,2022-01-02T19:58:51Z
Username_47474,"Santiago, Chile",Mech. Eng. & MBA Director at a Data Visualization company in Latin America,he/him,2022-01-02T19:52:58Z
Username_47475,algeria,programing student,,2022-01-02T19:55:17Z
Username_47476,Earth,"Collaborating on Blockchain, web3, metaverse and programming related projects.


",,2022-01-02T20:08:44Z
Username_47477,São Paulo,"Meu nome é Vinicius Ortega, tenho 20 anos e sou formado em Jogos Digitais",,2022-01-02T20:05:49Z
Username_47478,"Germany, Darmstadt","Industry Solution Developer @Softbauware
and also:
WebApp Developer ",he/him,2022-01-02T20:03:28Z
Username_47479,صنعاء,مبرمج حر,,2022-01-02T20:06:50Z
Username_47480,brasil ,carlos eduardo estachio br,,2022-01-02T20:04:01Z
Username_47481,Bangalore,"Engineer @ Comviva, Graduate@ NIT Durgapur, ECE(2017-2021)",,2022-01-02T20:00:02Z
Username_47482,Paris,Web developer - UX designer - Architect part.III 👾🏗️,she/her,2022-01-02T20:18:43Z
Username_47483,"San Francisco, California","Software Engineer, Game Developer, Coffee Nerd",,2022-01-02T20:13:17Z
Username_47484,Mogi das Cruzes/SP,"Dev Back-End Junior, gerando projetos baseados nos conteúdos que foram estudados em aula.",,2022-01-02T20:15:42Z
Username_47485,Lviv,Front-End Developer,,2022-01-02T20:10:44Z
Username_47486,Russia,Tinkoff Java Developer,,2022-01-02T20:14:59Z
Username_47487,Nairobi Kenya,"Project manager | PRINCE2 Practitioner | Scrum master | Statistician | Leader.
",,2022-01-02T20:12:00Z
Username_47488,Canada,just a little dragon who likes to help (*≧∀≦*),,2022-01-02T20:11:40Z
Username_47489,Brazil,Aprendendo a Programar...,,2022-01-02T20:13:48Z
Username_47490,Çanakkale,I am learning back-end development and trying to take an active role in blockchain projects. I plan to learn nestjs framework in depth on TypeScript,,2022-01-02T20:25:55Z
Username_47491,"Cordoba, Argentina","Soy estudiante de ingeniería en sistemas en la UTN frc.
Hablo español e ingles.",,2022-01-02T20:22:40Z
Username_47492,"Dhaka, Bangladesh","Career oriented, focused and a family person. Passionate to work with foreign software organization.",,2022-01-02T20:25:20Z
Username_47493,Salvador-BA,"💻 Estudante de Desenvolvimento Web
✉️ Contatonadbarros@gmail.com
        
",,2022-01-02T20:22:05Z
Username_47494,"Mogi das Cruzes, São Paulo",Hello everyone! My name is Eric Leão Freitas and I'm from Brazil. I've been working as RPA and Back-End developer since 2021.,,2022-01-02T20:28:24Z
Username_47495,Etiler Sk. 17.CD Daire:12,"262/82 
Engineer",,2022-01-02T20:26:43Z
Username_47496,"khartoum, sudan", trying more to know more...,,2022-01-02T20:26:31Z
Username_47497,somewhere with internet,"At the crossroad of Marketing, Data & Product ",,2022-01-02T20:21:29Z
Username_47498,"Bremerton, WA",Data Analyst,,2022-01-02T20:27:11Z
Username_47499,BOUMERDES,"""IT Student""",,2022-01-02T20:23:06Z
Username_47500,Seattle,Writing about technology,,2022-01-02T20:23:15Z
Username_47501,Delhi,Medical,,2022-01-02T20:27:46Z
Username_47502,Somewhere on earth,I do JS and HTML,,2022-01-02T20:20:05Z
Username_47503,Portugal,"👨 25 Years ||
📚Junior Front-End || 🎮Gamer in free time",,2022-01-02T20:31:32Z
Username_47504,"Berkeley, CA",Econ + DS at UC Berkeley,,2022-01-02T20:36:04Z
Username_47505,Poland,I came from nowhere to do nothing.,[object Object],2022-01-02T20:35:16Z
Username_47506,Torino,I am a Electronic Engineering student at Politecnico di Torino.,,2022-01-02T20:30:59Z
Username_47507,United States,Always looking to learn a bit more everyday 📈📈📈,,2022-01-02T20:39:48Z
Username_47508,Colorado,Front-End Software Engineer,,2022-01-02T20:30:25Z
Username_47509,Egypt,"I am a software engineer that has experience in various tracks like Flutter, backend development, Power Platform, Azure, and AI.",,2022-01-02T20:39:24Z
Username_47510,Canada,Hello world! My name is Darren. I'm a 40-something air traffic controller in Canada with a passion for learning.,,2022-01-02T20:39:34Z
Username_47511,"Pittsburgh, PA",Bachelor's Degree in Mathematics (Financial Mathematics Concentration); Minor in Economics,,2022-01-02T20:31:23Z
Username_47512,vatanin evi,buarada.,,2022-01-02T20:33:21Z
Username_47513,iran, مهندس متالوزی و مدلسازی ,,2022-01-02T20:37:04Z
Username_47514,Izmir,"creative coder, generative artist",,2022-01-02T20:38:57Z
Username_47515,hatay turkey,İOS Developer,,2022-01-02T20:39:41Z
Username_47516,"lagos, nigeria",been here since 20s,he/him,2022-01-02T20:45:17Z
Username_47517,"Austin Metropolitan Area, TX",λ> whoami             toptobes,he/him,2022-01-02T20:46:22Z
Username_47518,󠂪󠂪󠂪󠂪,󠂪󠂪󠂪󠂪,󠂪󠂪󠂪󠂪,2022-01-02T20:45:13Z
Username_47519,Nairobi,"Curious about everything to do with development and building.
Web developer
",he/him,2022-01-02T20:44:06Z
Username_47520,São Sebastião do Paraíso,Software Engineering student at Universidade Federal de Lavras | Back-end Developer,she/her,2022-01-02T20:44:28Z
Username_47521,Port Harcourt ,"FrontEnd Developer and UI/UX Designer
.....don't mess with me
HTML, CSS, JavaScript, React, Figma, Adobe XD",,2022-01-02T20:44:58Z
Username_47522,Bahía Blanca,Python | Django | ReactJs,he/him,2022-01-02T20:45:22Z
Username_47523,Owerri Nigeria,"Electronic and Computer Engineer Under Electrical and Electronic Engineering.
A fullstack web developer in the making, always eager to learn new things.",,2022-01-02T20:50:02Z
Username_47524,Russia,"Hello, Hello, Hello, how low?",he/him,2022-01-02T20:52:16Z
Username_47525,Missouri ,Old and single ,,2022-01-02T20:54:01Z
Username_47526,jundiaí,Estou iniciando este novo projeto de Analista de Sistemas em minha vida para que seja o primeiro passo de uma brilhante carreira.,,2022-01-02T20:53:02Z
Username_47527,El salvador ,Cuenta secundaria ,,2022-01-02T20:50:30Z
Username_47528,"Jhenaidah, Bangladesh","Enthusiastic Web Developer || MERN Stack Developer || React, ES6, JavaScript, Tailwind, Html, Css || Node, Express, MongoDB || Quick Learner || Loyal & Sincere ",he/him,2022-01-02T21:04:49Z
Username_47529,Perpignan,42 Student - Cybersecurity,,2022-01-02T21:00:33Z
Username_47530,Paris,Etudiant en data science ,,2022-01-02T21:08:52Z
Username_47531,"Jundiaí, São Paulo","""We do not have much in common, you and I, but still, I consider you as a friend.""",he/him,2022-01-02T21:05:31Z
Username_47532,Palangkaraya,"MAHASISWI STMIK PALANGKARAYA
PRODI TEKNIK INFORMATIKA
KELAS A",,2022-01-02T21:01:51Z
Username_47533,India,Research Scholar,,2022-01-02T21:08:26Z
Username_47534,"Giza, Egypt",Skilled self-learning UI/UX Designer with a creative vision. Dedicated self-motivated web developer with a history in graphics and web design. My passion is to ,,2022-01-02T21:01:39Z
